Date,Type,Title,Info,Currency,Amount,Fees & Taxes,Net,Tax Details,Amount_Clean,Net_Clean,Fees_Clean,Date_Parsed,Month
"December 25, 2025",Fee,Transaction fee: Case for Oura Ring Gen 3 Charger: Portab...,Order #3923191914,USD,--,-$1.30,-$1.30,--,0.0,-1.3,-1.3,2025-12-25,2025-12
"December 25, 2025",Tax,Sales tax paid by buyer,Order #3923191914,USD,--,-$2.28,-$2.28,--,0.0,-2.28,-2.28,2025-12-25,2025-12
"December 25, 2025",Fee,Processing fee,Order #3923191914,USD,--,-$1.13,-$1.13,--,0.0,-1.13,-1.13,2025-12-25,2025-12
"December 25, 2025",Sale,Payment for Order #3923191914,,USD,$29.44,--,$29.44,--,29.44,29.44,0.0,2025-12-25,2025-12
"December 25, 2025",Fee,Listing fee,Listing #4389851071,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-25,2025-12
"December 25, 2025",Fee,Transaction fee: Shipping,Order #3931454653,USD,--,-$0.43,-$0.43,--,0.0,-0.43,-0.43,2025-12-25,2025-12
"December 25, 2025",Fee,Transaction fee: Retro Cinema Marquee Sign | Arrow Lightb...,Order #3931454653,USD,--,-$1.30,-$1.30,--,0.0,-1.3,-1.3,2025-12-25,2025-12
"December 25, 2025",Tax,Sales tax paid by buyer,Order #3931454653,USD,--,-$2.20,-$2.20,--,0.0,-2.2,-2.2,2025-12-25,2025-12
"December 25, 2025",Fee,Processing fee,Order #3931454653,USD,--,-$1.12,-$1.12,--,0.0,-1.12,-1.12,2025-12-25,2025-12
"December 25, 2025",Sale,Payment for Order #3931454653,,USD,$28.85,--,$28.85,--,28.85,28.85,0.0,2025-12-25,2025-12
"December 25, 2025",Fee,Listing fee,Listing #4426215313,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-25,2025-12
"December 25, 2025",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3922823172,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2025-12-25,2025-12
"December 25, 2025",Tax,Sales tax paid by buyer,Order #3922823172,USD,--,-$3.72,-$3.72,--,0.0,-3.72,-3.72,2025-12-25,2025-12
"December 25, 2025",Sale,Payment for Order #3922823172,,USD,$51.71,--,$51.71,--,51.71,51.71,0.0,2025-12-25,2025-12
"December 25, 2025",Fee,Processing fee,Order #3922823172,USD,--,-$1.80,-$1.80,--,0.0,-1.8,-1.8,2025-12-25,2025-12
"December 25, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-25,2025-12
"December 25, 2025",Shipping,Credit for shipping label,Label #291625741076,USD,--,$11.01,$11.01,--,0.0,11.01,11.01,2025-12-25,2025-12
"December 25, 2025",Fee,Transaction fee: Skateboard Shelf Mounts: Floating Skateb...,Order #3922686978,USD,--,-$2.34,-$2.34,--,0.0,-2.34,-2.34,2025-12-25,2025-12
"December 25, 2025",Tax,Sales tax paid by buyer,Order #3922686978,USD,--,-$2.97,-$2.97,--,0.0,-2.97,-2.97,2025-12-25,2025-12
"December 25, 2025",Fee,Processing fee,Order #3922686978,USD,--,-$1.42,-$1.42,--,0.0,-1.42,-1.42,2025-12-25,2025-12
"December 25, 2025",Sale,Payment for Order #3922686978,,USD,$38.95,--,$38.95,--,38.95,38.95,0.0,2025-12-25,2025-12
"December 25, 2025",Fee,Listing fee,Listing #4389560293,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-25,2025-12
"December 25, 2025",Fee,Listing fee,Listing #4389560293,USD,--,-$0.40,-$0.40,--,0.0,-0.4,-0.4,2025-12-25,2025-12
"December 25, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 24, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-25,2025-12
"December 24, 2025",Shipping,USPS shipping label,Label #295721755881,USD,--,-$4.79,-$4.79,--,0.0,-4.79,-4.79,2025-12-24,2025-12
"December 24, 2025",Fee,Transaction fee: Shipping,Order #3930525775,USD,--,-$0.43,-$0.43,--,0.0,-0.43,-0.43,2025-12-24,2025-12
"December 24, 2025",Fee,Transaction fee: Retro Cinema Marquee Sign | Arrow Lightb...,Order #3930525775,USD,--,-$1.30,-$1.30,--,0.0,-1.3,-1.3,2025-12-24,2025-12
"December 24, 2025",Tax,Sales tax paid by buyer,Order #3930525775,USD,--,-$2.60,-$2.60,--,0.0,-2.6,-2.6,2025-12-24,2025-12
"December 24, 2025",Fee,Processing fee,Order #3930525775,USD,--,-$1.13,-$1.13,--,0.0,-1.13,-1.13,2025-12-24,2025-12
"December 24, 2025",Sale,Payment for Order #3930525775,,USD,$29.25,--,$29.25,--,29.25,29.25,0.0,2025-12-24,2025-12
"December 24, 2025",Fee,Listing fee,Listing #4426215313,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-24,2025-12
"December 24, 2025",Shipping,Adjustment for USPS shipping label,Adjustment #292938188850,USD,--,-$1.99,-$1.99,--,0.0,-1.99,-1.99,2025-12-24,2025-12
"December 24, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 23, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-24,2025-12
"December 23, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3921652898,USD,--,-$0.52,-$0.52,--,0.0,-0.52,-0.52,2025-12-23,2025-12
"December 23, 2025",Fee,Transaction fee: Shipping,Order #3921652898,USD,--,-$0.56,-$0.56,--,0.0,-0.56,-0.56,2025-12-23,2025-12
"December 23, 2025",Tax,Sales tax paid by buyer,Order #3921652898,USD,--,-$1.12,-$1.12,--,0.0,-1.12,-1.12,2025-12-23,2025-12
"December 23, 2025",Fee,Processing fee,Order #3921652898,USD,--,-$0.78,-$0.78,--,0.0,-0.78,-0.78,2025-12-23,2025-12
"December 23, 2025",Sale,Payment for Order #3921652898,,USD,$17.75,--,$17.75,--,17.75,17.75,0.0,2025-12-23,2025-12
"December 23, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-23,2025-12
"December 23, 2025",Fee,Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...,Order #3930124367,USD,--,-$2.60,-$2.60,--,0.0,-2.6,-2.6,2025-12-23,2025-12
"December 23, 2025",Tax,Sales tax paid by buyer,Order #3930124367,USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-12-23,2025-12
"December 23, 2025",Fee,Processing fee,Order #3930124367,USD,--,-$1.52,-$1.52,--,0.0,-1.52,-1.52,2025-12-23,2025-12
"December 23, 2025",Sale,Payment for Order #3930124367,,USD,$42.49,--,$42.49,--,42.49,42.49,0.0,2025-12-23,2025-12
"December 23, 2025",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-23,2025-12
"December 23, 2025",Marketing,Fee for sale made through Offsite Ads,Order #3929631111,USD,--,-$4.10,-$4.10,--,0.0,-4.1,-4.1,2025-12-23,2025-12
"December 23, 2025",Fee,Transaction fee: Shipping,Order #3929631111,USD,--,-$0.48,-$0.48,--,0.0,-0.48,-0.48,2025-12-23,2025-12
"December 23, 2025",Fee,Transaction fee: Retro Cinema Marquee Sign | Arrow Lightb...,Order #3929631111,USD,--,-$1.30,-$1.30,--,0.0,-1.3,-1.3,2025-12-23,2025-12
"December 23, 2025",Tax,Sales tax paid by buyer,Order #3929631111,USD,--,-$2.19,-$2.19,--,0.0,-2.19,-2.19,2025-12-23,2025-12
"December 23, 2025",Fee,Processing fee,Order #3929631111,USD,--,-$1.14,-$1.14,--,0.0,-1.14,-1.14,2025-12-23,2025-12
"December 23, 2025",Sale,Payment for Order #3929631111,,USD,$29.54,--,$29.54,--,29.54,29.54,0.0,2025-12-23,2025-12
"December 23, 2025",Fee,Listing fee,Listing #4426215313,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-23,2025-12
"December 23, 2025",Fee,Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...,Order #3929627593,USD,--,-$4.68,-$4.68,--,0.0,-4.68,-4.68,2025-12-23,2025-12
"December 23, 2025",Tax,Sales tax paid by buyer,Order #3929627593,USD,--,-$5.04,-$5.04,--,0.0,-5.04,-5.04,2025-12-23,2025-12
"December 23, 2025",Fee,Processing fee,Order #3929627593,USD,--,-$2.56,-$2.56,--,0.0,-2.56,-2.56,2025-12-23,2025-12
"December 23, 2025",Sale,Payment for Order #3929627593,,USD,$77.02,--,$77.02,--,77.02,77.02,0.0,2025-12-23,2025-12
"December 23, 2025",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-23,2025-12
"December 23, 2025",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-23,2025-12
"December 23, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 22, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-23,2025-12
"December 23, 2025",Shipping,USPS shipping label,Label #294347049878,USD,--,-$6.99,-$6.99,--,0.0,-6.99,-6.99,2025-12-23,2025-12
"December 23, 2025",Fee,Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...,Order #3920868216,USD,--,-$4.68,-$4.68,--,0.0,-4.68,-4.68,2025-12-23,2025-12
"December 23, 2025",Tax,Sales tax paid by buyer,Order #3920868216,USD,--,-$3.81,-$3.81,--,0.0,-3.81,-3.81,2025-12-23,2025-12
"December 23, 2025",Fee,Processing fee,Order #3920868216,USD,--,-$2.52,-$2.52,--,0.0,-2.52,-2.52,2025-12-23,2025-12
"December 23, 2025",Sale,Payment for Order #3920868216,,USD,$75.79,--,$75.79,--,75.79,75.79,0.0,2025-12-23,2025-12
"December 23, 2025",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-23,2025-12
"December 23, 2025",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-23,2025-12
"December 22, 2025",Shipping,Adjustment for Globegistics shipping label,Adjustment #293847908229,USD,--,-$26.16,-$26.16,--,0.0,-26.16,-26.16,2025-12-22,2025-12
"December 22, 2025",Shipping,USPS shipping label,Label #295354351973,USD,--,-$12.75,-$12.75,--,0.0,-12.75,-12.75,2025-12-22,2025-12
"December 22, 2025",Deposit,$633.34 sent to your bank account,,USD,--,--,--,--,0.0,0.0,0.0,2025-12-22,2025-12
"December 22, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 21, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-22,2025-12
"December 22, 2025",Fee,Transaction fee: Shipping,Order #3919953576,USD,--,-$1.60,-$1.60,--,0.0,-1.6,-1.6,2025-12-22,2025-12
"December 22, 2025",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3919953576,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2025-12-22,2025-12
"December 22, 2025",Fee,Processing fee,Order #3919953576,USD,--,-$2.43,-$2.43,--,0.0,-2.43,-2.43,2025-12-22,2025-12
"December 22, 2025",Sale,Payment for Order #3919953576,,USD,$72.68,--,$72.68,--,72.68,72.68,0.0,2025-12-22,2025-12
"December 22, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-22,2025-12
"December 21, 2025",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3928393667,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2025-12-21,2025-12
"December 21, 2025",Tax,Sales tax paid by buyer,Order #3928393667,USD,--,-$3.00,-$3.00,--,0.0,-3.0,-3.0,2025-12-21,2025-12
"December 21, 2025",Fee,Processing fee,Order #3928393667,USD,--,-$1.78,-$1.78,--,0.0,-1.78,-1.78,2025-12-21,2025-12
"December 21, 2025",Sale,Payment for Order #3928393667,,USD,$50.99,--,$50.99,--,50.99,50.99,0.0,2025-12-21,2025-12
"December 21, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-21,2025-12
"December 21, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-21,2025-12
"December 21, 2025",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3928389123,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2025-12-21,2025-12
"December 21, 2025",Tax,Sales tax paid by buyer,Order #3928389123,USD,--,-$4.38,-$4.38,--,0.0,-4.38,-4.38,2025-12-21,2025-12
"December 21, 2025",Fee,Processing fee,Order #3928389123,USD,--,-$1.82,-$1.82,--,0.0,-1.82,-1.82,2025-12-21,2025-12
"December 21, 2025",Sale,Payment for Order #3928389123,,USD,$52.37,--,$52.37,--,52.37,52.37,0.0,2025-12-21,2025-12
"December 21, 2025",Fee,Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...,Order #3928285975,USD,--,-$4.68,-$4.68,--,0.0,-4.68,-4.68,2025-12-21,2025-12
"December 21, 2025",Tax,Sales tax paid by buyer,Order #3928285975,USD,--,-$6.30,-$6.30,--,0.0,-6.3,-6.3,2025-12-21,2025-12
"December 21, 2025",Fee,Processing fee,Order #3928285975,USD,--,-$2.60,-$2.60,--,0.0,-2.6,-2.6,2025-12-21,2025-12
"December 21, 2025",Sale,Payment for Order #3928285975,,USD,$78.28,--,$78.28,--,78.28,78.28,0.0,2025-12-21,2025-12
"December 21, 2025",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-21,2025-12
"December 21, 2025",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-21,2025-12
"December 21, 2025",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3919492566,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2025-12-21,2025-12
"December 21, 2025",Buyer Fee,Colorado Retail Delivery Fee (paid by buyer),Order #3919492566,USD,--,-$0.28,-$0.28,--,0.0,-0.28,-0.28,2025-12-21,2025-12
"December 21, 2025",Tax,Sales tax paid by buyer,Order #3919492566,USD,--,-$2.28,-$2.28,--,0.0,-2.28,-2.28,2025-12-21,2025-12
"December 21, 2025",Fee,Processing fee,Order #3919492566,USD,--,-$1.77,-$1.77,--,0.0,-1.77,-1.77,2025-12-21,2025-12
"December 21, 2025",Sale,Payment for Order #3919492566,,USD,$50.55,--,$50.55,--,50.55,50.55,0.0,2025-12-21,2025-12
"December 21, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-21,2025-12
"December 21, 2025",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3919401246,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2025-12-21,2025-12
"December 21, 2025",Fee,Processing fee,Order #3919401246,USD,--,-$1.69,-$1.69,--,0.0,-1.69,-1.69,2025-12-21,2025-12
"December 21, 2025",Sale,Payment for Order #3919401246,,USD,$47.99,--,$47.99,--,47.99,47.99,0.0,2025-12-21,2025-12
"December 21, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-21,2025-12
"December 21, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 20, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-21,2025-12
"December 20, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-20,2025-12
"December 20, 2025",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3927506735,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2025-12-20,2025-12
"December 20, 2025",Tax,Sales tax paid by buyer,Order #3927506735,USD,--,-$4.02,-$4.02,--,0.0,-4.02,-4.02,2025-12-20,2025-12
"December 20, 2025",Fee,Processing fee,Order #3927506735,USD,--,-$1.81,-$1.81,--,0.0,-1.81,-1.81,2025-12-20,2025-12
"December 20, 2025",Sale,Payment for Order #3927506735,,USD,$52.01,--,$52.01,--,52.01,52.01,0.0,2025-12-20,2025-12
"December 20, 2025",Fee,Transaction fee: Shipping,Order #3918549206,USD,--,-$1.32,-$1.32,--,0.0,-1.32,-1.32,2025-12-20,2025-12
"December 20, 2025",Fee,Transaction fee: Skateboard Shelf Mounts: Floating Skateb...,Order #3918549206,USD,--,-$1.56,-$1.56,--,0.0,-1.56,-1.56,2025-12-20,2025-12
"December 20, 2025",Fee,Processing fee,Order #3918549206,USD,--,-$1.58,-$1.58,--,0.0,-1.58,-1.58,2025-12-20,2025-12
"December 20, 2025",Sale,Payment for Order #3918549206,,USD,$44.28,--,$44.28,--,44.28,44.28,0.0,2025-12-20,2025-12
"December 20, 2025",Fee,Listing fee,Listing #4389560293,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-20,2025-12
"December 20, 2025",Fee,Listing fee,Listing #4389560293,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-20,2025-12
"December 20, 2025",Fee,Transaction fee: Shipping,Order #3927277243,USD,--,-$0.80,-$0.80,--,0.0,-0.8,-0.8,2025-12-20,2025-12
"December 20, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3927277243,USD,--,-$1.04,-$1.04,--,0.0,-1.04,-1.04,2025-12-20,2025-12
"December 20, 2025",Tax,Sales tax paid by buyer,Order #3927277243,USD,--,-$1.70,-$1.70,--,0.0,-1.7,-1.7,2025-12-20,2025-12
"December 20, 2025",Fee,Processing fee,Order #3927277243,USD,--,-$1.15,-$1.15,--,0.0,-1.15,-1.15,2025-12-20,2025-12
"December 20, 2025",Sale,Payment for Order #3927277243,,USD,$29.94,--,$29.94,--,29.94,29.94,0.0,2025-12-20,2025-12
"December 20, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-20,2025-12
"December 20, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 19, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-20,2025-12
"December 19, 2025",Fee,Transaction fee: Shipping,Order #3917813008,USD,--,-$0.80,-$0.80,--,0.0,-0.8,-0.8,2025-12-19,2025-12
"December 19, 2025",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3917813008,USD,--,-$2.08,-$2.08,--,0.0,-2.08,-2.08,2025-12-19,2025-12
"December 19, 2025",Fee,Processing fee,Order #3917813008,USD,--,-$1.66,-$1.66,--,0.0,-1.66,-1.66,2025-12-19,2025-12
"December 19, 2025",Tax,Sales tax paid by buyer,Order #3917813008,USD,--,-$2.66,-$2.66,--,0.0,-2.66,-2.66,2025-12-19,2025-12
"December 19, 2025",Sale,Payment for Order #3917813008,,USD,$46.90,--,$46.90,--,46.9,46.9,0.0,2025-12-19,2025-12
"December 19, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-19,2025-12
"December 19, 2025",Fee,Transaction fee: Shipping,Order #3926743301,USD,--,-$0.47,-$0.47,--,0.0,-0.47,-0.47,2025-12-19,2025-12
"December 19, 2025",Fee,Transaction fee: Case for Oura Ring Gen 3 Charger: Portab...,Order #3926743301,USD,--,-$1.30,-$1.30,--,0.0,-1.3,-1.3,2025-12-19,2025-12
"December 19, 2025",Tax,Sales tax paid by buyer,Order #3926743301,USD,--,-$1.90,-$1.90,--,0.0,-1.9,-1.9,2025-12-19,2025-12
"December 19, 2025",Fee,Processing fee,Order #3926743301,USD,--,-$1.12,-$1.12,--,0.0,-1.12,-1.12,2025-12-19,2025-12
"December 19, 2025",Sale,Payment for Order #3926743301,,USD,$29.06,--,$29.06,--,29.06,29.06,0.0,2025-12-19,2025-12
"December 19, 2025",Fee,Listing fee,Listing #4389851071,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-19,2025-12
"December 19, 2025",Marketing,Fee for sale made through Offsite Ads,Order #3926233093,USD,--,-$4.69,-$4.69,--,0.0,-4.69,-4.69,2025-12-19,2025-12
"December 19, 2025",Fee,Transaction fee: Shipping,Order #3926233093,USD,--,-$1.25,-$1.25,--,0.0,-1.25,-1.25,2025-12-19,2025-12
"December 19, 2025",Fee,Transaction fee: Skateboard Shelf Mounts: Floating Skateb...,Order #3926233093,USD,--,-$0.78,-$0.78,--,0.0,-0.78,-0.78,2025-12-19,2025-12
"December 19, 2025",Tax,Sales tax paid by buyer,Order #3926233093,USD,--,-$5.94,-$5.94,--,0.0,-5.94,-5.94,2025-12-19,2025-12
"December 19, 2025",Fee,Processing fee,Order #3926233093,USD,--,-$1.37,-$1.37,--,0.0,-1.37,-1.37,2025-12-19,2025-12
"December 19, 2025",Sale,Payment for Order #3926233093,,USD,$37.18,--,$37.18,--,37.18,37.18,0.0,2025-12-19,2025-12
"December 19, 2025",Fee,Listing fee,Listing #4389560293,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-19,2025-12
"December 19, 2025",Shipping,Credit for USPS shipping label adjustment,Adjustment #291631292986,USD,--,$2.01,$2.01,--,0.0,2.01,2.01,2025-12-19,2025-12
"December 19, 2025",Shipping,Adjustment for USPS shipping label,Adjustment #292847942821,USD,--,-$4.67,-$4.67,--,0.0,-4.67,-4.67,2025-12-19,2025-12
"December 19, 2025",Shipping,USPS shipping label,Label #294765461189,USD,--,-$5.09,-$5.09,--,0.0,-5.09,-5.09,2025-12-19,2025-12
"December 19, 2025",Shipping,USPS shipping label,Label #293597533714,USD,--,-$7.91,-$7.91,--,0.0,-7.91,-7.91,2025-12-19,2025-12
"December 19, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 18, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-19,2025-12
"December 19, 2025",Fee,Transaction fee: Shipping,Order #3925930703,USD,--,-$0.48,-$0.48,--,0.0,-0.48,-0.48,2025-12-19,2025-12
"December 19, 2025",Fee,Transaction fee: Retro Cinema Marquee Sign | Arrow Lightb...,Order #3925930703,USD,--,-$1.30,-$1.30,--,0.0,-1.3,-1.3,2025-12-19,2025-12
"December 19, 2025",Tax,Sales tax paid by buyer,Order #3925930703,USD,--,-$1.91,-$1.91,--,0.0,-1.91,-1.91,2025-12-19,2025-12
"December 19, 2025",Fee,Processing fee,Order #3925930703,USD,--,-$1.13,-$1.13,--,0.0,-1.13,-1.13,2025-12-19,2025-12
"December 19, 2025",Sale,Payment for Order #3925930703,,USD,$29.26,--,$29.26,--,29.26,29.26,0.0,2025-12-19,2025-12
"December 19, 2025",Fee,Listing fee,Listing #4426215313,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-19,2025-12
"December 18, 2025",Fee,Transaction fee: Shipping,Order #3916304888,USD,--,-$0.83,-$0.83,--,0.0,-0.83,-0.83,2025-12-18,2025-12
"December 18, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3916304888,USD,--,-$1.04,-$1.04,--,0.0,-1.04,-1.04,2025-12-18,2025-12
"December 18, 2025",Tax,Sales tax paid by buyer,Order #3916304888,USD,--,-$1.00,-$1.00,--,0.0,-1.0,-1.0,2025-12-18,2025-12
"December 18, 2025",Fee,Processing fee,Order #3916304888,USD,--,-$1.14,-$1.14,--,0.0,-1.14,-1.14,2025-12-18,2025-12
"December 18, 2025",Sale,Payment for Order #3916304888,,USD,$29.73,--,$29.73,--,29.73,29.73,0.0,2025-12-18,2025-12
"December 18, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-18,2025-12
"December 18, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3925286577,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2025-12-18,2025-12
"December 18, 2025",Tax,Sales tax paid by buyer,Order #3925286577,USD,--,-$3.00,-$3.00,--,0.0,-3.0,-3.0,2025-12-18,2025-12
"December 18, 2025",Fee,Processing fee,Order #3925286577,USD,--,-$1.78,-$1.78,--,0.0,-1.78,-1.78,2025-12-18,2025-12
"December 18, 2025",Sale,Payment for Order #3925286577,,USD,$50.98,--,$50.98,--,50.98,50.98,0.0,2025-12-18,2025-12
"December 18, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-18,2025-12
"December 18, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.40,-$0.40,--,0.0,-0.4,-0.4,2025-12-18,2025-12
"December 18, 2025",Marketing,Fee for sale made through Offsite Ads,Order #3925041411,USD,--,-$4.25,-$4.25,--,0.0,-4.25,-4.25,2025-12-18,2025-12
"December 18, 2025",Fee,Transaction fee: Modern Minimalist Incense Holder | Custo...,Order #3925041411,USD,--,-$1.30,-$1.30,--,0.0,-1.3,-1.3,2025-12-18,2025-12
"December 18, 2025",Fee,Transaction fee: Shipping,Order #3925041411,USD,--,-$0.54,-$0.54,--,0.0,-0.54,-0.54,2025-12-18,2025-12
"December 18, 2025",Tax,Sales tax paid by buyer,Order #3925041411,USD,--,-$1.95,-$1.95,--,0.0,-1.95,-1.95,2025-12-18,2025-12
"December 18, 2025",Fee,Processing fee,Order #3925041411,USD,--,-$1.16,-$1.16,--,0.0,-1.16,-1.16,2025-12-18,2025-12
"December 18, 2025",Sale,Payment for Order #3925041411,,USD,$30.25,--,$30.25,--,30.25,30.25,0.0,2025-12-18,2025-12
"December 18, 2025",Fee,Listing fee,Listing #4392223549,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-18,2025-12
"December 18, 2025",Shipping,Adjustment for USPS shipping label,Adjustment #292193888403,USD,--,-$1.84,-$1.84,--,0.0,-1.84,-1.84,2025-12-18,2025-12
"December 18, 2025",Shipping,Adjustment for USPS shipping label,Adjustment #292193826549,USD,--,-$1.99,-$1.99,--,0.0,-1.99,-1.99,2025-12-18,2025-12
"December 18, 2025",Shipping,Adjustment for USPS shipping label,Adjustment #292058345545,USD,--,-$1.28,-$1.28,--,0.0,-1.28,-1.28,2025-12-18,2025-12
"December 18, 2025",Shipping,Credit for USPS shipping label adjustment,Adjustment #291161444936,USD,--,$1.93,$1.93,--,0.0,1.93,1.93,2025-12-18,2025-12
